user_id,order_ids,order_numbers,product_ids,aisle_ids,department_ids,reorders
55,2080943 2006658 3057843 3114269 2986671 1677021 2206148,1 2 3 4 5 6 7,33000_39491_13740_13328_4658_7413_25152_21116_26172_26209 4658_7413_13328_27288_41273_47766_23817_7781_17616 4658_13740_7413_13328_21333_47672_39142_48183 4658_13328_7413_39491_7781_41273_47766_39299_13740_33000_40041_1866_19086_16797_46906_30827_25152_42460_40004_44245_39561_7736_5770_23996 39491_41273_4658_7413_42460_17616_18175_23029_41959_25152_27966_46906_5194_25584_30827 4658_7413_39491_13740_23029_18175_47672_43352_1244_49235 4658_7413_39491_7781_18175_42460_23029_46906_5194_17616_21333,36_107_50_52_115_3_83_81_108_24 115_3_52_105_123_24_17_21_78 115_50_3_52_108_106_130_128 115_52_3_107_21_123_24_3_50_36_25_109_24_24_24_32_83_93_107_78_78_78_106_61 107_123_115_3_93_78_84_96_21_83_123_24_50_128_32 115_3_107_50_96_84_106_32_83_53 115_3_107_21_84_93_96_24_50_78_108,16_19_19_1_7_19_4_15_16_4 7_19_1_13_4_4_13_16_19 7_19_19_1_16_12_14_3 7_1_19_19_16_4_4_19_19_16_11_11_4_4_4_4_4_3_19_19_19_19_12_19 19_4_7_19_3_19_16_20_16_4_4_4_19_3_4 7_19_19_19_20_16_12_4_4_16 7_19_19_16_16_3_20_4_19_19_16,0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0
56,2654273 807593 2511442 1909697 1507154 1271686 976101 758679 1221340 1327957 2139271 1836190,1 2 3 4 5 6 7 8 9 10 11 12,29126_36361_32035_42300_3822_25513_49273_12015_18465 24852_29126_36361_42300_3583_47626_11777_25513_49273_39216_21903_1516_46979_16797_26317_42356 7401_3583_19154_47652_16048_26317 29126_47626_3583_25513_40587_11777_39216_47652_2966_44632_46654_36758_36361 24852_29126_36361_11777_38067_1360_31915_25513_47652_19154_32864_49273_21903 29126_36361_24852_25513_3583_47652_49273_39216_31915_26317_42300_46654_32864_1360_43352_44303_12315_26620_16321_21903 29126_36361_47652_39216_49273_32864_32035_16048_3822_20082_31915_3583 24852_29126_47652_11777_46654_49273_26620_16048_26604_47626_49247_31915_36361_42300_38164_2966_79_22993 3583_49247_32035_12315_79_19154_13565_19446_24852_31915_21903_39216 29126_36361_49273_26620_2966_25513_21903_40587_20082_36758_33043 3583_49273_16048_11777_46979_47998_16797_32864 24852_11777_38293_39216_19174_10343_23543,108_108_4_117_117_23_38_83_86 24_108_108_117_84_24_123_23_38_121_123_116_83_24_98_88 117_84_37_37_6_98 108_24_84_23_38_123_121_37_98_115_86_116_108 24_108_108_123_17_88_24_23_37_37_123_38_123 108_108_24_23_84_37_38_121_24_98_117_86_123_88_32_17_91_115_45_123 108_108_37_121_38_123_4_6_117_84_24_84 24_108_37_123_86_38_115_6_24_24_120_24_108_117_45_98_95_78 84_120_4_91_95_37_107_67_24_24_123_121 108_108_38_115_98_23_123_38_84_116_105 84_38_6_123_83_100_24_123 24_123_35_121_38_38_86,16_16_9_19_19_19_1_4_16 4_16_16_19_16_4_4_19_1_14_4_1_4_4_7_13 19_16_1_1_2_7 16_4_16_19_1_4_14_1_7_7_16_1_16 4_16_16_4_13_13_4_19_1_1_4_1_4 16_16_4_19_16_1_1_14_4_7_19_16_4_13_4_13_16_7_19_4 16_16_1_14_1_4_9_2_19_16_4_16 4_16_1_4_16_1_7_2_4_4_16_4_16_19_19_7_15_19 16_16_9_16_15_1_19_20_4_4_4_14 16_16_1_7_7_19_4_1_16_1_13 16_1_2_4_4_21_4_4 4_4_12_14_1_1_16,0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0
57,1381572 1435093 1456958 48293 2047997 1623693 435581 463436 1545777 2380545 839442 949025 1775331 2676852,1 2 3 4 5 6 7 8 9 10 11 12 13 14,46440_42828 34969_4302_22888 4302_45646 23622_24852_35108_45646_42828 24852_42828_45646_41896_1208_28312_29487 24852_42828_29487_1208_41896_49683_3599 42828_29487_45646_3599_1208_13176_32734 24852_42828_41896_3599_32734_40411_1208 47734_13733_8193_42828_35163_30700_3599 23288_42828_24852_1208_41896_42611_49683 37120_34816 42828_24852_23288_35163_22888_6753_21653 42828_41896_35163_40706 8193_42828_45646_4302_34429,6_108 83_116_122 116_21 83_24_36_21_108 24_108_21_94_94_94_83 24_108_83_94_94_83_23 108_83_21_23_94_24_131 24_108_94_23_131_94_94 83_83_83_108_83_8_23 115_108_24_94_94_94_83 104_17 108_24_115_83_122_100_111 108_94_83_123 83_108_21_116_83,2_16 4_1_12 1_16 4_4_16_16_16 4_16_16_7_7_7_4 4_16_4_7_7_4_19 16_4_16_19_7_4_9 4_16_7_19_9_7_7 4_4_4_16_4_3_19 7_16_4_7_7_7_4 13_13 16_4_7_4_12_21_17 16_7_4_4 4_16_16_1_4,0_0 0_0_0 0_0 0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0
58,913794 692224 714002 1578027 164627 3097573 1089058 326173 1867561 2143792 139882 2830335 2023100 2144995 1976929,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,19164_38340 46522_36750_7460_28956_43115_25952_18174 44142_32476_34358_43262_7641_7628_14818_41406_41486 48271_7641_11398_2151 11265_13909_22395_5488_22935 23005 33219_7628_28299_27323_35042_22395_17559_17264_24703_29_8536 23005_14144_29_28299_38230_22395_37107_14197 14818_17559_7628_23005_10350_33219_14058_8536_23734 46522_36750_18174_622_16816_27288_2708 33219_7628_25544_14144_11408_2512_10350 1614_7628_41984_24703_10549_36750_32734 7628_11408_8193_14536_14197_622_24703_14454_49227_10813 5727_14818_39321_32700_40411_43183_14163_49227 14818_622,111_111 131_9_111_111_67_107_129 83_5_83_72_129_83_6_77_19 11_129_77_37 81_63_81_31_83 49 4_83_21_108_59_81_30_30_31_81_123 49_59_81_21_81_81_104_9 6_30_83_49_61_4_133_123_108 131_9_129_61_31_105_50 4_83_81_59_81_69_61 116_83_36_31_105_9_131 83_81_83_69_9_61_31_105_107_117 43_6_90_53_94_96_105_107 6_61,17_17 9_9_17_17_20_19_1 4_13_4_13_1_4_2_7_13 11_1_7_1 15_9_15_7_4 12 9_4_16_16_15_15_6_6_7_15_4 12_15_15_16_15_15_13_9 2_6_4_12_19_9_11_4_16 9_9_1_19_7_13_19 9_4_15_15_15_15_19 1_4_16_7_13_9_9 4_15_4_15_9_19_7_13_19_19 3_2_7_16_7_20_13_19 2_19,0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0 0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0
59,584586 1385031 2149689 3050891 2395967 1071381 2756878 2994801 1794276 1625716,1 2 3 4 5 6 7 8 9 10,24838_8277_13176_47719_20920_22935_13874_34684_204_34243_11140_40604_36039 25931_24838 32139_24838_47719_20920_22935 8021 19611_24838_8277_13176_47719_34243 24838_13176_47719_19611_27086_19240_44408_39054_6649_33401_40545_25931_5605_2350 24838_13176_47209_47719_25931_27086_2480_25217_44811_44408_2295_15290_10082_45645_21376 3545_40545_13176_7009 13176_19057_21137_4920_45007_45763_1244_17948_5646_22912_25886_14211_49044_39468_8574_17162 13176_24838_4472_40545_21137_19057_47209_34126_11140_34969_45106_41273_14211_8912_3951_47888,91_24_24_92_16_83_17_88_75_83_123_21_3 123_91 67_91_92_16_83 54 107_91_24_24_92_83 91_24_92_107_53_107_3_17_19_21_116_123_104_17 91_24_24_92_123_53_45_50_107_3_83_83_121_3_107 9_116_24_25 24_24_24_123_83_83_83_116_106_122_63_92_92_92_92_47 24_91_91_116_24_24_24_16_123_83_120_123_92_92_92_92,16_4_4_18_4_4_13_13_17_4_4_16_19 4_16 20_16_18_4_4 17 19_16_4_4_18_4 16_4_18_19_16_19_19_13_13_16_1_4_13_13 16_4_4_18_4_16_19_19_19_19_4_4_14_19_19 9_1_4_11 4_4_4_4_4_4_4_1_12_12_9_18_18_18_18_11 4_16_16_1_4_4_4_4_4_4_16_4_18_18_18_18,0_0_0_0_0_0_0_0_0_0_0_0_0 0_0 0_0_0_0_0 0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
60,2769226 1205618 291527 1783260 3224056 989260 2132947 1597833,1 2 3 4 5 6 7 8,28058_211_25980_1406_432_29672_22963_16004_22035_1158_41750_41950_45224_21938_43768_24184_24489_44201_40377 28058_26351_35951_32642_33741 28058_22035_4269_26351_4983 22035_13176_28058_40604_49131 22035_26351_28058_30489_5684_49131_9521_43295 28058_22035_49131_13176_16797_26351_13730 26351_4269_13176_4983_40310_16797_47766_22035_5692_160 4461_28550_5428_13176_20842_24838_46667_18234,112_130_130_65_91_120_96_21_21_116_12_83_21_83_83_83_116_78_19 112_107_91_96_43 112_21_21_107_107 21_24_112_21_96 21_107_112_67_78_96_121_91 112_21_96_24_24_107_116 107_21_24_107_96_24_24_21_130_97 19_130_115_24_120_91_83_83,3_14_14_11_16_16_20_16_16_1_9_4_16_4_4_4_1_19_13 3_19_16_20_3 3_16_16_19_19 16_4_3_16_20 16_19_3_20_19_20_14_16 3_16_20_4_4_19_1 19_16_4_19_20_4_4_16_14_13 13_14_7_4_16_16_4_4,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0
61,817409 1839867 3160844 1713067,1 2 3 4,46260_13490_38154_5097_47766_1082_21116_48226_16959_28031_3101_13260_37606_24123_31020_25970_40261_33690_34475_21858_32819_1592_36897_12817_25986_14947_6187_41844_33709_39581 23106_42598_1094_2189_7533_16959_26135_34027_28110_46541_39108_23431_4818_9366_4605_16953_3578_12590_48183_46260_27323_2512_48044 40332_30535_48150_35309_23431_23106_25593_19003_16959_41958_48705_14197 39108_14947_13802_44142_9584_7898_43860_24563_13869_47333_44640_692_37374_20114_28842_25588_39408_47086_18599_14161_49381_46260,107_110_108_21_24_126_81_54_54_111_116_116_54_127_29_21_88_98_80_44_20_22_98_78_31_115_121_121_51_53 120_120_120_120_120_54_84_121_121_121_31_53_6_131_83_88_127_102_128_107_108_69_66 86_74_74_47_53_120_120_83_54_104_21_9 31_115_36_83_98_77_21_21_128_2_59_122_83_83_16_24_24_4_4_24_83_107,19_13_16_16_4_11_15_17_17_17_1_1_17_11_13_16_13_7_11_11_11_11_7_19_7_7_14_14_13_16 16_16_16_16_16_17_16_14_14_14_7_16_2_9_4_13_11_18_3_19_16_15_6 16_17_17_11_16_16_16_4_17_13_16_9 7_7_16_4_7_7_16_16_3_16_15_12_4_4_4_4_4_9_9_4_4_19,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
62,2887267 964058 2163945 3349827 1376443 2655621 1275664 1812321 2512030 479208,1 2 3 4 5 6 7 8 9 10,37947 49075_39121_21724_48017_36695_28289 39121_4086_43352_47209_8277_26620_20649_1158_45223 37947_46692_47209_26209_8277_16797_16254_33847_34584_4793_11777_48647_12320_36011 26620_38288_24852_36011_37947_16797_11777_34584 26620_46692_16797_47630_11777_31618_46720_36695_24830_26369_24852_26209 21137_11777_30233_23233_8022_39121_24852_21903 42425_39121_46979_24184_30463_95_35217_7628_22007 39121_49075_8518_41376 11777_12745_30233_36929_30020_36011_3952_34584_3481,120 38_38_66_5_83_123 38_16_32_24_24_115_46_116_94 120_107_24_24_24_24_3_37_116_120_123_93_9_84 115_9_24_84_120_24_123_116 115_107_24_24_123_21_69_83_123_83_24_24 24_123_86_112_79_38_24_123 57_38_83_83_69_66_19_83_81 38_38_83_7 123_120_86_84_78_84_83_116_24,16 1_1_6_13_4_4 1_4_4_4_4_7_19_1_7 16_19_4_4_4_4_19_1_1_16_4_3_9_16 7_9_4_16_16_4_4_1 7_19_4_4_4_16_15_4_4_4_4_4 4_4_16_3_1_1_4_4 14_1_4_4_15_6_13_4_15 1_1_4_12 4_16_16_16_19_16_4_1_4,0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0
63,2205298 2568280 1763414 3092533 414538 1538989 3077044 2644515 495013 973757 1225619 863243 226861 107377 2286777 390867 3140578 561303 1023723 2104282 2838026 1764004 3028801 2793873 2158097 1580628 383458 97480 3301134 2352518 1128333 1023454 586227 77449 1816750 2190355 2617055 1223316 443742,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,34574_42828_10749_18079_23695_42450_49273_6750_2435_27737_47223_10662_31883_30336_33636_42110 34213_34574_7029_25305_41950_31338_42356_14386_12962 34213_34217_42450_45613_31883_6750_2435_49273_10662_47223_33636_34574_28380_45681 34574_7559_13176_21137_20738_42450_34217_47223_34213_29820_9154_8087_6187_691_5120 32655_2450_39279_33100_33636_42110_42063_7559_9171_7228_24382_17807_42450_34217_2435_6750_47223 13541_30855_48682_27966_41909_33100_397_42701_36550_48112_35249_22935_3869 47223_8467_1463_5120_30839_33100_30233_21852_34768 47223_1463_17807_18095_27554_41618_39097_40198_18027_8467_39699_31577_42110_40229_12036_1994_9224_21057_47875_27437_22883_24318_10048_26131_49628_33719_13176_30233_40691_47893_25552_21614_8479_32052_46107 1463_30233_42450_33636_7559_34213_47223_17807_33100_34217_42110_6750_49628_33719_2435_8467_18027_8479_9154_22963_36735_41220 29926_31338_35140_25659_29127_32655_14129_42445_49175_28849_24009_6348_43086_11182_16349_9339_47209_22922_38061_21137_5876_20734_16973_32299_42768 4149_24489_47672_1463_30233_21137_30639_49235_22935_6543_22658_44449 23291_6348_23323_46075_6719_47672_39799_19180_42697_18288_7485_25659 1463_30233_47209_21137_33100_43086_25005_38650_24009_24489_17948_49235_16349_6348_46075 9339_47672_1463_21137_6348_24489_49235_22935_24184_42294_14717_27730_2309_44303_6719_12935_36082_2228 47672_18288_25659_25005_38650_49235_21137_1463_12935_22935_13176_36082 21137_49235_47672_12935_43086_22935_25659_42445_25598_15438_44491_27104 1463_22935_21137_13176_12935_49235_47672_24009_30489_18288_41990_19678_44683_27104_25659_11005 21137_6348_46075_6719_13176_18288_24964_46667_16726_38488 16797_14335_49175_28849_6348_24489_2228_1463_13176_12935_47672 39877_27744_14129_1463_13176_12935_49235 6348_49235_12456_11512_2205_8671_13176_38508 31506_21903_11512_8277_27744_5876_42445_25598_21137_13176_47672_18288_24964 45007_41909_6348_46075_6719_43086_1463_22935_49235_18288 7021_7751_39799_39980_29874_43922_38427_21137_47672_47734_48775_48706_2651 47209_1463_13176_49235_18288_47672 8277_34213_6348_46075_6719_42445_18288_47672 8277_30839_7559_47209_43086_42445_25598_13176_49235_24964_47672 8277_7559_47209_42445_1463_13176_49235_33100_18288_27104_47672 45007_8277_28879_11865_45613_47223_6750_47209_6348_46075_6719_22935_13176_34217_18288 42342_30391_42445 8277_1463_13176_47209_47672_33100 45007_8277_30391_45613_35383_28380_33636_47223_6750_6348_13176_18288_24964_21137_47672_24009 27744_31338_24184_27104_47672 45007_5322_20670_49131_30839_7559_9339_47209_13176_1463_47672_42445_6348_8277_33100_33636_35383_28380 8277_47209_13176_12456_47672_1463_42445_6348_33636_28380_21417_33100 45007_3952_5876_8277_13176_47209_47672_1463_4605 3952_29820_31338_24964_21137_8277_13176_47672_42445_1463_33100_35383_7559_42110_33636 35140_5876_22935_18288_24964_21417_42110_33636_21137_47672_13176_7559_1463_35383_3952 5876_21137_47672_13176_7559_35383_16185_16617_13409_33100,17_108_83_42_42_38_38_38_38_38_38_38_38_38_4_4 112_17_26_26_83_88_88_51_88 112_38_38_38_38_38_38_38_38_38_4_17_4_37 17_105_24_24_93_38_38_38_112_93_78_31_121_121_91 86_30_14_36_4_4_98_105_89_89_89_52_38_38_38_38_38 93_88_110_123_110_36_17_108_86_17_17_83_72 38_112_84_91_129_36_86_17_84 38_84_52_93_93_79_112_120_112_112_4_78_4_131_131_131_131_131_131_131_131_131_21_120_120_120_24_86_84_130_130_78_78_78_78 84_86_38_4_105_112_38_52_36_38_4_38_120_120_38_112_112_78_78_96_96_83 117_88_117_91_91_86_69_120_59_59_63_21_123_123_83_106_24_19_36_24_24_117_110_72_59 24_116_106_84_86_24_98_53_83_104_104_81 3_21_2_21_21_106_72_107_107_107_67_91 84_86_24_24_36_123_63_63_63_116_116_53_83_21_21 106_106_84_24_21_116_53_83_83_97_97_91_47_17_21_86_24_116 106_107_91_63_63_53_24_84_86_83_24_24 24_53_106_86_123_83_91_120_120_72_89_83 84_83_24_24_86_53_106_63_67_107_107_83_83_83_91_108 24_21_21_21_24_107_83_83_66_30 24_37_59_59_21_116_116_84_24_86_106 24_53_69_84_24_86_53 21_53_106_120_17_17_24_107 19_123_120_24_53_24_120_120_24_24_106_107_83 83_110_21_21_21_123_84_83_53_107 81_72_72_29_72_72_43_24_106_83_83_19_72 24_84_24_53_107_106 24_112_21_21_21_120_107_106 24_129_105_24_123_120_120_24_53_83_106 24_105_24_120_84_24_53_36_107_83_106 83_24_38_38_38_38_38_24_21_21_21_83_24_38_107 96_83_120 24_84_24_24_106_36 83_24_83_38_112_4_4_38_38_21_24_107_83_24_106_63 53_88_83_83_106 83_3_69_96_129_105_106_24_24_84_106_120_21_24_36_4_112_4 24_24_24_106_106_84_120_21_4_4_69_36 83_83_24_24_24_24_106_84_83 83_93_88_83_24_24_24_106_120_84_36_112_105_4_4 117_24_83_107_83_69_4_4_24_106_24_105_84_112_83 24_24_106_24_105_112_21_21_2_36,13_16_4_1_1_1_1_1_1_1_1_1_1_1_9_9 3_13_7_7_4_13_13_13_13 3_1_1_1_1_1_1_1_1_1_9_13_9_1 13_13_4_4_3_1_1_1_3_3_19_7_14_14_16 16_6_20_16_9_9_7_13_13_13_13_1_1_1_1_1_1 3_13_13_4_13_16_13_16_16_13_13_4_13 1_3_16_16_1_16_16_13_16 1_16_1_3_3_1_3_16_3_3_9_19_9_9_9_9_9_9_9_9_9_9_16_16_16_16_4_16_16_14_14_19_19_19_19 16_16_1_9_13_3_1_1_16_1_9_1_16_16_1_3_3_19_19_20_20_4 19_13_19_16_16_16_15_16_15_15_9_16_4_4_4_12_4_13_16_4_4_19_13_13_15 4_1_12_16_16_4_7_16_4_13_13_15 19_16_16_16_16_12_13_19_19_19_20_16 16_16_4_4_16_4_9_9_9_1_1_16_4_16_16 12_12_16_4_16_1_16_4_4_13_13_16_11_13_16_16_4_1 12_19_16_9_9_16_4_16_16_4_4_4 4_16_12_16_4_4_16_16_16_13_13_4 16_4_4_4_16_16_12_9_20_19_19_4_4_4_16_16 4_16_16_16_4_19_4_4_6_6 4_1_15_15_16_1_1_16_4_16_12 4_16_15_16_4_16_16 16_16_12_16_13_13_4_19 13_4_16_4_16_4_16_16_4_4_12_19_4 4_13_16_16_16_4_16_4_16_19 15_13_13_13_13_13_3_4_12_4_4_13_13 4_16_4_16_19_12 4_3_16_16_16_16_19_12 4_1_13_4_4_16_16_4_16_4_12 4_13_4_16_16_4_16_16_19_4_12 4_4_1_1_1_1_1_4_16_16_16_4_4_1_19 20_4_16 4_16_4_4_12_16 4_4_4_1_3_9_9_1_1_16_4_19_4_4_12_9 16_13_4_4_12 4_19_15_20_1_13_12_4_4_16_12_16_16_4_16_9_3_9 4_4_4_12_12_16_16_16_9_9_15_16 4_4_4_4_4_4_12_16_4 4_3_13_4_4_4_4_12_16_16_16_3_13_9_9 19_4_4_19_4_15_9_9_4_12_4_13_16_3_4 4_4_12_4_13_3_16_16_16_16,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0
64,802141 2601258 2057180 2507322 33681 629726 2302602 3215917 2754807 3129760,1 2 3 4 5 6 7 8 9 10,40545_26128_25146_13176_20583_34262_31040_23094_19101_38567_9550_36772_35004_7521_14947_44008_4210 18811_47209_13176_46969_21903_35108_13589_36550_49052_21475 36758_26128_30391_44359_4920_36929_14947_8021_18288_18840 46969_13176_18811_44008_4210_21903_30391_44848_5825_32303_47209_8479_9124_5699_8022 5473 9662_401_30391_47209_46969_13176_21903_4920_42265_28535_40334_41950_40723_36550_37029_44359 30391_46969_40723_18288_18811_35108_36929_36772_5699_40334_18840_31883_5473_47209_36550_21903_44359_35004 30391_47209_40723_36550_46969_18288_35004_44359_21903_4920_44008_36772_36929_8022_15395_20583_9786 46969_30391_47209_21903_44359_18288_40723_26128_36758_8012_45374 18529_2091_13176_46969_47209_30391_21903_44359_4920_40723_44008_36550_36929_5699_31883_18811_28535_40334_35108_20583,116_116_31_24_112_78_107_69_1_69_57_4_4_26_115_120_84 98_24_24_24_123_36_123_86_94_94 116_116_83_83_123_84_115_54_107_45 24_24_98_120_84_123_83_25_83_24_24_78_38_38_79 126 25_20_83_24_24_24_123_123_123_51_128_83_24_86_108_83 83_24_24_107_98_36_84_4_38_128_45_38_126_24_86_123_83_4 83_24_24_86_24_107_4_83_123_123_120_4_84_79_45_112_112 24_83_24_123_83_107_24_116_116_79_61 109_78_24_24_24_83_123_83_123_24_120_86_84_38_38_98_51_128_36_112,1_1_7_4_3_19_19_15_20_15_14_9_9_7_7_16_16 7_4_4_4_4_16_4_16_7_7 1_1_4_4_4_16_7_17_19_19 4_4_7_16_16_4_4_11_4_4_4_19_1_1_1 11 11_11_4_4_4_4_4_4_4_13_3_4_4_16_16_4 4_4_4_19_7_16_16_9_1_3_19_1_11_4_16_4_4_9 4_4_4_16_4_19_9_4_4_4_16_9_16_1_19_3_3 4_4_4_4_4_19_4_1_1_1_19 11_19_4_4_4_4_4_4_4_4_16_16_16_1_1_7_13_3_16_3,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
